breed,description,temperament_values,temperament,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group_values,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category
Portuguese Sheepdog,"Portuguese Sheepdogs are medium-sized dogs with appreciable rusticity and sobriety and are extremely agile and swift. Their long hair has a goat-like texture, without an undercoat, and can be straight or slightly wavy. The dense and evenly-distributed coat forms a long beard, mustache, and eyebrows that are not so long as to cover his eyes. Coat colors can be yellow, brown, grey, fawn, wolf grey in shades ranging from light to dark, and black, accompanied by tan markings. This lively breed has a simian-like attitude and appearance, which is why it is known in its native region of Portugal as a “monkey dog”. The Portuguese Sheepdog is exceptionally intelligent and lively. Very devoted to the shepherd and his herd, he can be somewhat wary of strangers and vigilant at night. Today, he is also an excellent companion, sporting and guard dog. He is known for his skillful ability to keep livestock in pastures and also for searching out stray animals. He is always vigilant and successfully alerts if predators are in the area. This breed is extremely devoted to its work and conducts it with joy and pleasure.",4,smart,41.91,54.61,17.00971388,26.76194983,12,13,3,miscellaneous class,0.4,weekly,0.4,occasional,0.8,energetic,1,eager to please,0.8,friendly
Portuguese Sheepdog,"Portuguese Sheepdogs are medium-sized dogs with appreciable rusticity and sobriety and are extremely agile and swift. Their long hair has a goat-like texture, without an undercoat, and can be straight or slightly wavy. The dense and evenly-distributed coat forms a long beard, mustache, and eyebrows that are not so long as to cover his eyes. Coat colors can be yellow, brown, grey, fawn, wolf grey in shades ranging from light to dark, and black, accompanied by tan markings. This lively breed has a simian-like attitude and appearance, which is why it is known in its native region of Portugal as a “monkey dog”. The Portuguese Sheepdog is exceptionally intelligent and lively. Very devoted to the shepherd and his herd, he can be somewhat wary of strangers and vigilant at night. Today, he is also an excellent companion, sporting and guard dog. He is known for his skillful ability to keep livestock in pastures and also for searching out stray animals. He is always vigilant and successfully alerts if predators are in the area. This breed is extremely devoted to its work and conducts it with joy and pleasure.",0,loyal,41.91,54.61,17.00971388,26.76194983,12,13,3,miscellaneous class,0.4,weekly,0.4,occasional,0.8,energetic,1,eager to please,0.8,friendly
Portuguese Sheepdog,"Portuguese Sheepdogs are medium-sized dogs with appreciable rusticity and sobriety and are extremely agile and swift. Their long hair has a goat-like texture, without an undercoat, and can be straight or slightly wavy. The dense and evenly-distributed coat forms a long beard, mustache, and eyebrows that are not so long as to cover his eyes. Coat colors can be yellow, brown, grey, fawn, wolf grey in shades ranging from light to dark, and black, accompanied by tan markings. This lively breed has a simian-like attitude and appearance, which is why it is known in its native region of Portugal as a “monkey dog”. The Portuguese Sheepdog is exceptionally intelligent and lively. Very devoted to the shepherd and his herd, he can be somewhat wary of strangers and vigilant at night. Today, he is also an excellent companion, sporting and guard dog. He is known for his skillful ability to keep livestock in pastures and also for searching out stray animals. He is always vigilant and successfully alerts if predators are in the area. This breed is extremely devoted to its work and conducts it with joy and pleasure.",5,lively,41.91,54.61,17.00971388,26.76194983,12,13,3,miscellaneous class,0.4,weekly,0.4,occasional,0.8,energetic,1,eager to please,0.8,friendly
Portuguese Water Dog,"The Portuguese Water Dog is super-smart and very biddable—meaning he’s easy to train and eager to please. The breed can be groomed in two styles: The retriever clip (the entire coat is clipped to one inch in length, with the tail tip at full length) or the more check-me-out lion clip, where the coat on the hindquarters and muzzle is clipped down to the skin. The bright and biddable Portuguese Water Dog was bred to be an all-around fisherman’s helper. The robust, medium-sized body is covered by a coat of tight, low-shedding curls. They are eager and athletic companions built for water work.",1,courageous,43.18,58.42,15.87573295,27.2155422,11,13,2,working group,0.8,daily,0.6,seasonal,0.8,energetic,0.8,easy training,0.6,responsive
Pug,"The Pug’s motto is the Latin phrase “multum in parvo” (a lot in a little)—an apt description of this small but muscular breed. They come in three colors: silver or apricot-fawn with a black face mask, or all black. The large round head, the big, sparkling eyes, and the wrinkled brow give Pugs a range of human-like expressions—surprise, happiness, curiosity—that have delighted owners for centuries.Pug owners say their breed is the ideal house dog. Pugs are happy in the city or country, with kids or old folks, as an only pet or in a pack. They enjoy their food, and care must be taken to keep them trim. They do best in moderate climates—not too hot, not too cold—but, with proper care, Pugs can be their adorable selves anywhere. Once the mischievous companion of Chinese emperors, and later the mascot of Holland’s royal House of Orange, the small but solid Pug is today adored by his millions of fans around the world. Pugs live to love and to be loved in return.",2,charming,25.4,33.02,6.35029318,8.16466266,13,15,0,toy group,0.4,weekly,0.8,regularly,0.6,regular exercise,0.6,agreeable,0.8,friendly
Pug,"The Pug’s motto is the Latin phrase “multum in parvo” (a lot in a little)—an apt description of this small but muscular breed. They come in three colors: silver or apricot-fawn with a black face mask, or all black. The large round head, the big, sparkling eyes, and the wrinkled brow give Pugs a range of human-like expressions—surprise, happiness, curiosity—that have delighted owners for centuries.Pug owners say their breed is the ideal house dog. Pugs are happy in the city or country, with kids or old folks, as an only pet or in a pack. They enjoy their food, and care must be taken to keep them trim. They do best in moderate climates—not too hot, not too cold—but, with proper care, Pugs can be their adorable selves anywhere. Once the mischievous companion of Chinese emperors, and later the mascot of Holland’s royal House of Orange, the small but solid Pug is today adored by his millions of fans around the world. Pugs live to love and to be loved in return.",5,lively,25.4,33.02,6.35029318,8.16466266,13,15,0,toy group,0.4,weekly,0.8,regularly,0.6,regular exercise,0.6,agreeable,0.8,friendly
Rat Terrier,"Balanced, compactly built Rat Terriers are tough but elegant-looking. There are two size divisions: Miniatures stand 10 to 13 inches at the shoulder; standards are over 13 inches and as high as 18 inches. The smooth, shiny coat comes in varieties of pied patterns. (Pied, a word borrowed from the horseman’s lexicon, means “comparatively large patches of one or more colors in combination with white.”) These smoothly muscled exterminators are constructed for the efficient movement required for a long day’s work. An American original, with a breed name said to be coined by Teddy Roosevelt, the Rat Terrier is a compact, tough, smooth-coated exterminator dog. RTs come in two size varieties and are happy-go-lucky, playful, and portable companions.",5,lively,25.4,45.72,4.5359237,11.33980925,12,18,6,terrier group,0.4,weekly,0.6,seasonal,0.6,regular exercise,0.8,easy training,0.8,friendly
Rottweiler,"A male Rottweiler will stand anywhere from 24 to 27 muscular inches at the shoulder; females run a bit smaller and lighter. The glistening, short black coat with smart rust markings add to the picture of imposing strength. A thickly muscled hindquarters powers the Rottie’s effortless trotting gait.A well-bred and properly raised Rottie will be calm and confident, courageous but not unduly aggressive. The aloof demeanor these world-class guardians present to outsiders belies the playfulness, and downright silliness, that endear Rotties to their loved ones. (No one told the Rottie he’s not a toy breed, so he is liable plop onto your lap for a cuddle.) Early training and socialization will harness a Rottie’s territorial instincts in a positive way. The Rottweiler is a robust working breed of great strength descended from the mastiffs of the Roman legions. A gentle playmate and protector within the family circle, the Rottie observes the outside world with a self-assured aloofness.",0,loyal,55.88,68.58,36.2873896,61.23496995,9,10,2,working group,0.4,weekly,0.6,seasonal,0.6,regular exercise,0.6,agreeable,0.4,reserved with strangers
Rottweiler,"A male Rottweiler will stand anywhere from 24 to 27 muscular inches at the shoulder; females run a bit smaller and lighter. The glistening, short black coat with smart rust markings add to the picture of imposing strength. A thickly muscled hindquarters powers the Rottie’s effortless trotting gait.A well-bred and properly raised Rottie will be calm and confident, courageous but not unduly aggressive. The aloof demeanor these world-class guardians present to outsiders belies the playfulness, and downright silliness, that endear Rotties to their loved ones. (No one told the Rottie he’s not a toy breed, so he is liable plop onto your lap for a cuddle.) Early training and socialization will harness a Rottie’s territorial instincts in a positive way. The Rottweiler is a robust working breed of great strength descended from the mastiffs of the Roman legions. A gentle playmate and protector within the family circle, the Rottie observes the outside world with a self-assured aloofness.",1,courageous,55.88,68.58,36.2873896,61.23496995,9,10,2,working group,0.4,weekly,0.6,seasonal,0.6,regular exercise,0.6,agreeable,0.4,reserved with strangers
Rottweiler,"A male Rottweiler will stand anywhere from 24 to 27 muscular inches at the shoulder; females run a bit smaller and lighter. The glistening, short black coat with smart rust markings add to the picture of imposing strength. A thickly muscled hindquarters powers the Rottie’s effortless trotting gait.A well-bred and properly raised Rottie will be calm and confident, courageous but not unduly aggressive. The aloof demeanor these world-class guardians present to outsiders belies the playfulness, and downright silliness, that endear Rotties to their loved ones. (No one told the Rottie he’s not a toy breed, so he is liable plop onto your lap for a cuddle.) Early training and socialization will harness a Rottie’s territorial instincts in a positive way. The Rottweiler is a robust working breed of great strength descended from the mastiffs of the Roman legions. A gentle playmate and protector within the family circle, the Rottie observes the outside world with a self-assured aloofness.",5,lively,55.88,68.58,36.2873896,61.23496995,9,10,2,working group,0.4,weekly,0.6,seasonal,0.6,regular exercise,0.6,agreeable,0.4,reserved with strangers
Russell Terrier,"These jaunty little fellows pack lots of personality into a compact, rectangular body standing 10 to 12 inches at the shoulder. Their dark, almond-shaped eyes and mobile V-shaped ears bring out the keenly intelligent expression—an endearing hallmark of the breed. All three coat types are mostly white with markings that are tan or black, or both. Russells move with a free, effortless gait that announces the breed’s innate confidence. Upbeat, lively, inquisitive, and friendly, the jaunty Russell Terrier was developed by England's ""Sporting Parson"" for use in foxhunts. The adorable Russell Terrier looks like a plush toy come to life but is an eager, tireless working terrier.",1,courageous,25.4,30.48,4.08233133,6.80388555,12,14,6,terrier group,0.4,weekly,0.4,occasional,1,needs lots of activity,0.6,agreeable,0.8,friendly
Russell Terrier,"These jaunty little fellows pack lots of personality into a compact, rectangular body standing 10 to 12 inches at the shoulder. Their dark, almond-shaped eyes and mobile V-shaped ears bring out the keenly intelligent expression—an endearing hallmark of the breed. All three coat types are mostly white with markings that are tan or black, or both. Russells move with a free, effortless gait that announces the breed’s innate confidence. Upbeat, lively, inquisitive, and friendly, the jaunty Russell Terrier was developed by England's ""Sporting Parson"" for use in foxhunts. The adorable Russell Terrier looks like a plush toy come to life but is an eager, tireless working terrier.",5,lively,25.4,30.48,4.08233133,6.80388555,12,14,6,terrier group,0.4,weekly,0.4,occasional,1,needs lots of activity,0.6,agreeable,0.8,friendly
Russian Toy,"The Russian Toy is a toy breed with a lineage that dates back to the Russian aristocracy. In general, he is a good-natured imp that loves to run and play. They will dash through the house or yard chasing toys as long as you can keep up, while many others are willing to do nothing more than lounge in your lap all day long, content in knowing that they are the prize jewel in your home. They thrive on human companionship and will let you know if they are feeling neglected. Their coat is either semi-long or smooth. The longhaired variety carries a nice ruff on the chest and unique feathering on the extremities, tail and ears. Long-coated Russian Toys will not have an adult coat until it is more than a year old and full fringing not until three years of age. The smooth-coated variety is sleek and smooth to the touch. There is also a slight attitude difference between the two varieties. Smooth Coats tend to be a little more terrier-like than Long Coats. However, both share a larger-than-life personality. Club Contact DetailsClub: Russian Toy Club of AmericaName: Martha GuimondEmail: secretary@russiantoyclub.orgAddress: P.O. Box 1851, Blanco, TX 78606Phone: (210) 401-5134 The Russian Toy is a small, elegant, lively dog with long legs, fine bones and lean muscles. They are active and cheerful, possessing keen intelligence and a desire to please. This breed loves to snuggle and be close to their human companions, although sometimes slightly aloof to strangers. They are neither cowardly nor aggressive.",0,loyal,20.32,27.94,2.948350405,2.948350405,12,14,3,miscellaneous class,0.4,weekly,0.2,infrequent,0.6,regular exercise,0.6,agreeable,0.8,friendly
Russian Toy,"The Russian Toy is a toy breed with a lineage that dates back to the Russian aristocracy. In general, he is a good-natured imp that loves to run and play. They will dash through the house or yard chasing toys as long as you can keep up, while many others are willing to do nothing more than lounge in your lap all day long, content in knowing that they are the prize jewel in your home. They thrive on human companionship and will let you know if they are feeling neglected. Their coat is either semi-long or smooth. The longhaired variety carries a nice ruff on the chest and unique feathering on the extremities, tail and ears. Long-coated Russian Toys will not have an adult coat until it is more than a year old and full fringing not until three years of age. The smooth-coated variety is sleek and smooth to the touch. There is also a slight attitude difference between the two varieties. Smooth Coats tend to be a little more terrier-like than Long Coats. However, both share a larger-than-life personality. Club Contact DetailsClub: Russian Toy Club of AmericaName: Martha GuimondEmail: secretary@russiantoyclub.orgAddress: P.O. Box 1851, Blanco, TX 78606Phone: (210) 401-5134 The Russian Toy is a small, elegant, lively dog with long legs, fine bones and lean muscles. They are active and cheerful, possessing keen intelligence and a desire to please. This breed loves to snuggle and be close to their human companions, although sometimes slightly aloof to strangers. They are neither cowardly nor aggressive.",2,charming,20.32,27.94,2.948350405,2.948350405,12,14,3,miscellaneous class,0.4,weekly,0.2,infrequent,0.6,regular exercise,0.6,agreeable,0.8,friendly
Russian Toy,"The Russian Toy is a toy breed with a lineage that dates back to the Russian aristocracy. In general, he is a good-natured imp that loves to run and play. They will dash through the house or yard chasing toys as long as you can keep up, while many others are willing to do nothing more than lounge in your lap all day long, content in knowing that they are the prize jewel in your home. They thrive on human companionship and will let you know if they are feeling neglected. Their coat is either semi-long or smooth. The longhaired variety carries a nice ruff on the chest and unique feathering on the extremities, tail and ears. Long-coated Russian Toys will not have an adult coat until it is more than a year old and full fringing not until three years of age. The smooth-coated variety is sleek and smooth to the touch. There is also a slight attitude difference between the two varieties. Smooth Coats tend to be a little more terrier-like than Long Coats. However, both share a larger-than-life personality. Club Contact DetailsClub: Russian Toy Club of AmericaName: Martha GuimondEmail: secretary@russiantoyclub.orgAddress: P.O. Box 1851, Blanco, TX 78606Phone: (210) 401-5134 The Russian Toy is a small, elegant, lively dog with long legs, fine bones and lean muscles. They are active and cheerful, possessing keen intelligence and a desire to please. This breed loves to snuggle and be close to their human companions, although sometimes slightly aloof to strangers. They are neither cowardly nor aggressive.",4,smart,20.32,27.94,2.948350405,2.948350405,12,14,3,miscellaneous class,0.4,weekly,0.2,infrequent,0.6,regular exercise,0.6,agreeable,0.8,friendly
Saint Bernard,"Not ranked particularly high in AKC registrations, this genial giant is nonetheless among the world’s most famous and beloved breeds. The Saint’s written standard abounds with phrases like “very powerful,” “extraordinarily muscular,” “imposing,” and “massive.” A male stands a minimum 27.5 inches at the shoulder; females will be smaller and more delicately built. The huge head features a wrinkled brow, a short muzzle, and dark eyes, combining to give Saints the intelligent, friendly expression that was such a welcome sight to stranded Alpine travelers. The Saint Bernard does not rank very high in AKC registrations, but the genial giant of the Swiss Alps is nonetheless among the world’s most famous and beloved breeds. Saints are famously watchful, patient, and careful with children.",2,charming,66.04,76.2,54.4310844,81.6466266,8,10,2,working group,0.4,weekly,0.6,seasonal,0.6,regular exercise,0.6,agreeable,0.8,friendly
Saint Bernard,"Not ranked particularly high in AKC registrations, this genial giant is nonetheless among the world’s most famous and beloved breeds. The Saint’s written standard abounds with phrases like “very powerful,” “extraordinarily muscular,” “imposing,” and “massive.” A male stands a minimum 27.5 inches at the shoulder; females will be smaller and more delicately built. The huge head features a wrinkled brow, a short muzzle, and dark eyes, combining to give Saints the intelligent, friendly expression that was such a welcome sight to stranded Alpine travelers. The Saint Bernard does not rank very high in AKC registrations, but the genial giant of the Swiss Alps is nonetheless among the world’s most famous and beloved breeds. Saints are famously watchful, patient, and careful with children.",5,lively,66.04,76.2,54.4310844,81.6466266,8,10,2,working group,0.4,weekly,0.6,seasonal,0.6,regular exercise,0.6,agreeable,0.8,friendly
Saluki,"The beauty of Salukis has been a thing of wonder for thousands of years. They’re slim and leggy, but very strong and perfectly balanced, like a great athlete or dancer. Males can stand between 23 and 28 inches at the shoulder; females can be much shorter. They come in a many colors and patterns. Their large, oval-shaped eyes are warm and intelligent.Salukis are highly adaptable, able to live and work in any climate. They’re magnificent animals, but owning them comes with many special challenges. Among the world’s oldest breeds, the slim but rugged Saluki was the hunting hound of kings for thousands of years. Salukis are swift and agile sprinters who love a good chase. They make gentle, dignified, and independent but loyal pets.",3,gentle,58.42,71.12,18.1436948,29.48350405,10,17,1,hound group,0.2,occasional,0.4,occasional,0.8,energetic,0.4,independent,0.4,reserved with strangers
Saluki,"The beauty of Salukis has been a thing of wonder for thousands of years. They’re slim and leggy, but very strong and perfectly balanced, like a great athlete or dancer. Males can stand between 23 and 28 inches at the shoulder; females can be much shorter. They come in a many colors and patterns. Their large, oval-shaped eyes are warm and intelligent.Salukis are highly adaptable, able to live and work in any climate. They’re magnificent animals, but owning them comes with many special challenges. Among the world’s oldest breeds, the slim but rugged Saluki was the hunting hound of kings for thousands of years. Salukis are swift and agile sprinters who love a good chase. They make gentle, dignified, and independent but loyal pets.",1,courageous,58.42,71.12,18.1436948,29.48350405,10,17,1,hound group,0.2,occasional,0.4,occasional,0.8,energetic,0.4,independent,0.4,reserved with strangers
Samoyed,"Samoyeds, the smiling sledge dogs, were bred for hard work in the world’s coldest locales. In the Siberian town of Oymyakon, for instance, temperatures of minus-60 degrees are common. The Sammy’s famous white coat is thick enough to protect against such brutal conditions.Powerful, agile, tireless, impervious to cold—Sammies are drop-dead gorgeous but highly functional. Even their most delightful feature, a perpetual smile, has a practical function: The mouth’s upturned corners keep Sammies from drooling, preventing icicles from forming on the face.A Sammy sentenced to solitary confinement in the yard is a miserable—and destructive—creature. These are smart, social, mischievous dogs who demand love and attention. Sammies need a very firm but loving hand in training. As pack animals, they must learn early who the alpha dog is—and the alpha dog must be you. The Samoyed is a substantial but graceful dog standing anywhere from 19 to a bit over 23 inches at the shoulder. Powerful, tireless, with a thick all-white coat impervious to cold—Sammies are perfectly beautiful but highly functional. Even their most delightful feature, a perpetual smile, has a practical function: The upturned corners of the mouth keep Sammies from drooling, preventing icicles from forming on the face.",5,lively,48.26,59.69,15.87573295,29.48350405,12,14,2,working group,0.6,2-3 times a week,0.6,seasonal,0.8,energetic,0.4,independent,0.8,friendly
Samoyed,"Samoyeds, the smiling sledge dogs, were bred for hard work in the world’s coldest locales. In the Siberian town of Oymyakon, for instance, temperatures of minus-60 degrees are common. The Sammy’s famous white coat is thick enough to protect against such brutal conditions.Powerful, agile, tireless, impervious to cold—Sammies are drop-dead gorgeous but highly functional. Even their most delightful feature, a perpetual smile, has a practical function: The mouth’s upturned corners keep Sammies from drooling, preventing icicles from forming on the face.A Sammy sentenced to solitary confinement in the yard is a miserable—and destructive—creature. These are smart, social, mischievous dogs who demand love and attention. Sammies need a very firm but loving hand in training. As pack animals, they must learn early who the alpha dog is—and the alpha dog must be you. The Samoyed is a substantial but graceful dog standing anywhere from 19 to a bit over 23 inches at the shoulder. Powerful, tireless, with a thick all-white coat impervious to cold—Sammies are perfectly beautiful but highly functional. Even their most delightful feature, a perpetual smile, has a practical function: The upturned corners of the mouth keep Sammies from drooling, preventing icicles from forming on the face.",3,gentle,48.26,59.69,15.87573295,29.48350405,12,14,2,working group,0.6,2-3 times a week,0.6,seasonal,0.8,energetic,0.4,independent,0.8,friendly
Scottish Deerhound,"Stand back: You need a little distance to fully appreciate the majesty of this ancient beast. In silhouette we see a noble coursing hound struck from the classic Greyhound template. Deerhounds are, though, much larger and more substantial than Greyhounds—a good-size male can stand 32 inches at the shoulder and weigh 110 pounds. The crisp coat is seen in several colors; breed aficionados prefer the dark blue-gray coat. The tapered head and long neck add extra lift to an already stately hound. The crisply coated Scottish Deerhound, “Royal Dog of Scotland,” is a majestically large coursing hound struck from the ancient Greyhound template. Among the tallest of dog breeds, the Deerhound was bred to stalk the giant wild red deer.",0,loyal,71.12,81.28,34.01942775,49.8951607,8,11,1,hound group,0.2,occasional,0.6,seasonal,0.6,regular exercise,0.4,independent,0.6,responsive
Scottish Deerhound,"Stand back: You need a little distance to fully appreciate the majesty of this ancient beast. In silhouette we see a noble coursing hound struck from the classic Greyhound template. Deerhounds are, though, much larger and more substantial than Greyhounds—a good-size male can stand 32 inches at the shoulder and weigh 110 pounds. The crisp coat is seen in several colors; breed aficionados prefer the dark blue-gray coat. The tapered head and long neck add extra lift to an already stately hound. The crisply coated Scottish Deerhound, “Royal Dog of Scotland,” is a majestically large coursing hound struck from the ancient Greyhound template. Among the tallest of dog breeds, the Deerhound was bred to stalk the giant wild red deer.",3,gentle,71.12,81.28,34.01942775,49.8951607,8,11,1,hound group,0.2,occasional,0.6,seasonal,0.6,regular exercise,0.4,independent,0.6,responsive
Scottish Terrier,"The well-known Scottie silhouette is that of a short-legged but substantial terrier with distinctive furnishings at the beard, legs, and lower body. The wiry topcoat and soft, dense undercoat coat can be black, wheaten yellow, or a brindle-stripe pattern. Bright, piercing eyes, and erect ears and tail, convey keen alertness—a hallmark of Britain’s terrier breeds.The Scottie working style has been described as efficient and businesslike, and their aloofness toward strangers makes them excellent watchdogs. Their hunting instinct remains strong, which can complicate life for the neighbor’s cat, and Scotties are known to be cantankerous around other dogs. This bold and clever Scotsman enjoys brisk walks and upbeat play. A solidly compact dog of vivid personality, the Scottish Terrier is an independent, confident companion of high spirits. Scotties have a dignified, almost-human character. Their terrier persistence has earned the breed the nickname “the Diehard.”",1,courageous,25.4,25.4,8.16466266,9.97903214,12,12,6,terrier group,0.6,2-3 times a week,0.4,occasional,0.6,regular exercise,0.4,independent,0.6,responsive
Shiba Inu,"Brought to America from Japan as recently as 60 years ago, Shibas are growing in popularity in the West and are already the most popular breed in their homeland. Their white markings combined with their coloring (red, red sesame, or black and tan) and their alert expression and smooth stride makes them almost foxlike. They’re sturdy, muscular dogs with a bold, confident personality to match. An ancient Japanese breed, the Shiba Inu is a little but well-muscled dog once employed as a hunter. Today, the spirited, good-natured Shiba is the most popular companion dog in Japan. The adaptable Shiba is at home in town or country.",5,lively,34.29,41.91,7.71107029,10.43262451,13,16,4,non-sporting group,0.4,weekly,0.6,seasonal,0.6,regular exercise,0.4,independent,0.4,reserved with strangers
Shiba Inu,"Brought to America from Japan as recently as 60 years ago, Shibas are growing in popularity in the West and are already the most popular breed in their homeland. Their white markings combined with their coloring (red, red sesame, or black and tan) and their alert expression and smooth stride makes them almost foxlike. They’re sturdy, muscular dogs with a bold, confident personality to match. An ancient Japanese breed, the Shiba Inu is a little but well-muscled dog once employed as a hunter. Today, the spirited, good-natured Shiba is the most popular companion dog in Japan. The adaptable Shiba is at home in town or country.",1,courageous,34.29,41.91,7.71107029,10.43262451,13,16,4,non-sporting group,0.4,weekly,0.6,seasonal,0.6,regular exercise,0.4,independent,0.4,reserved with strangers
Shikoku,"The original Shikoku, or Kochi-ken, existed in the mountain ranges of Kochi Prefecture on the Island of Shikoku. They were highly valued by the Matagi (Japanese hunters) as a tracker of game, particularly wild boar. He is a medium-sized dog with well-balanced and well-developed, clean-cut muscles. He has pricked ears and a curled or sickle tail. His conformation is strong, well-boned and compact. His outer coat is rather harsh and straight and his undercoat is soft and dense. The hair on his tail is long. His coat can be red, black and tan, or sesame, which is a well-mixed color of black, red, and white hairs. The Shikoku is a dog of marked endurance, keen in sense with a naive feeling, energetic and highly alert. He is an enthusiastic hunter and docile towards his master.",1,courageous,43.18,55.88,15.87573295,24.94758035,10,12,3,miscellaneous class,0.4,weekly,0.4,occasional,0.6,regular exercise,0.6,agreeable,0.8,friendly
Shikoku,"The original Shikoku, or Kochi-ken, existed in the mountain ranges of Kochi Prefecture on the Island of Shikoku. They were highly valued by the Matagi (Japanese hunters) as a tracker of game, particularly wild boar. He is a medium-sized dog with well-balanced and well-developed, clean-cut muscles. He has pricked ears and a curled or sickle tail. His conformation is strong, well-boned and compact. His outer coat is rather harsh and straight and his undercoat is soft and dense. The hair on his tail is long. His coat can be red, black and tan, or sesame, which is a well-mixed color of black, red, and white hairs. The Shikoku is a dog of marked endurance, keen in sense with a naive feeling, energetic and highly alert. He is an enthusiastic hunter and docile towards his master.",5,lively,43.18,55.88,15.87573295,24.94758035,10,12,3,miscellaneous class,0.4,weekly,0.4,occasional,0.6,regular exercise,0.6,agreeable,0.8,friendly
Siberian Husky,"The graceful, medium-sized Siberian Husky’s almond-shaped eyes can be either brown or blue—and sometimes one of each—and convey a keen but amiable and even mischievous expression. Quick and nimble-footed, Siberians are known for their powerful but seemingly effortless gait. Tipping the scales at no more than 60 pounds, they are noticeably smaller and lighter than their burly cousin, the Alaskan Malamute. In fact, breeders and fanciers prefer the moniker Siberians over huskies, as the latter suggests a bigger, brawnier dog than what is the standard for the breed.As born pack dogs, Siberians enjoy family life and get on well with other dogs; their innate friendliness render them indifferent watchdogs. This breed is also energetic and can’t resist chasing small animals, so secure running room is a must. An attractive feature of the breed: Siberians are naturally clean, with little doggy odor. The Siberian Husky, a thickly coated, compact sled dog of medium size and great endurance, was developed to work in packs, pulling light loads at moderate speeds over vast frozen expanses. This northern breed is friendly, fastidious, and dignified.",0,loyal,50.8,59.69,15.87573295,27.2155422,12,14,2,working group,0.4,weekly,0.6,seasonal,0.8,energetic,0.4,independent,0.8,friendly
Siberian Husky,"The graceful, medium-sized Siberian Husky’s almond-shaped eyes can be either brown or blue—and sometimes one of each—and convey a keen but amiable and even mischievous expression. Quick and nimble-footed, Siberians are known for their powerful but seemingly effortless gait. Tipping the scales at no more than 60 pounds, they are noticeably smaller and lighter than their burly cousin, the Alaskan Malamute. In fact, breeders and fanciers prefer the moniker Siberians over huskies, as the latter suggests a bigger, brawnier dog than what is the standard for the breed.As born pack dogs, Siberians enjoy family life and get on well with other dogs; their innate friendliness render them indifferent watchdogs. This breed is also energetic and can’t resist chasing small animals, so secure running room is a must. An attractive feature of the breed: Siberians are naturally clean, with little doggy odor. The Siberian Husky, a thickly coated, compact sled dog of medium size and great endurance, was developed to work in packs, pulling light loads at moderate speeds over vast frozen expanses. This northern breed is friendly, fastidious, and dignified.",5,lively,50.8,59.69,15.87573295,27.2155422,12,14,2,working group,0.4,weekly,0.6,seasonal,0.8,energetic,0.4,independent,0.8,friendly
Silky Terrier,"Small but not fragile, feisty but not yappy, pretty but not sculpted, Silkys are 10-inch-tall dynamos animated by curiosity and high spirits. The glorious blue-and-tan coat is straight and glossy, and it feels and behaves much like human hair. The wedge-shaped head is topped by profuse hair parted down the middle, and erect V-shaped ears draw attention to the keen, piercing expression of the almond-shaped eyes. Silkys are more refined than typical ratting terriers, but they should still look and behave like a true earthdog. A charming member of the AKC Toy Group, the compact, glossy-coated Silky Terrier is nonetheless a true terrier of energetic high spirits. The Silky, a native of Sydney, Australia, is larger than his close cousin, the Yorkshire Terrier.",5,lively,22.86,25.4,4.5359237,4.5359237,13,15,0,toy group,0.6,2-3 times a week,0.4,occasional,0.6,regular exercise,0.6,agreeable,0.6,responsive
Skye Terrier,"Long, low, and level, this unique earthdog is among the AKC’s most distinctive-looking breeds. Skyes stand 9 or 10 inches high and feature a long, flat-lying coat and peekaboo hairdo. They’re known for big, feathery ears that stand up like bat wings, but Skyes can also have “drop ears,” which lie flat against the large, long head. Beneath the profuse coat are short, muscular legs and a deep chest. When seen in profile, these elegant but substantial terriers are twice as long as they are high. “The heavenly breed with the heart of a lion,” the long, low, and level Skye Terrier is among the AKC’s most distinctive-looking breeds. This elegant but sturdy aristocrat was bred as an exterminator on Scotland’s remote Isle of Skye.",1,courageous,24.13,25.4,15.87573295,20.41165665,12,14,6,terrier group,0.8,daily,0.6,seasonal,0.6,regular exercise,0.4,independent,0.4,reserved with strangers
